rank,tier,score,id,domain,topic,dimension,viewpoint,inspect_signals,executive_failure,probe_method
859,P3,78.995,D04-T08-V3,市場・事業戦略,Build/Buy/Partner,下方リスク・早期警戒責任,Build/Buy/Partnerの悪化前兆、閾値、波及経路、エスカレーション条件を持ち、「非中核機能を内製して速度を失う」が顕在化する前に経営判断へつなげられること。,内製・購入・提携の経済性と戦略性,非中核機能を内製して速度を失う,先行指標、閾値、最悪ケース、影響額・顧客数・停止時間、経営報告条件の欠落を探し、未管理の下方リスクを問う。
860,P3,78.98,D04-T09-V3,市場・事業戦略,隣接市場展開,下方リスク・早期警戒責任,隣接市場展開の悪化前兆、閾値、波及経路、エスカレーション条件を持ち、「TAM拡大を理由にPMFを薄める」が顕在化する前に経営判断へつなげられること。,既存強みが隣接市場でも成立する証拠,TAM拡大を理由にPMFを薄める,先行指標、閾値、最悪ケース、影響額・顧客数・停止時間、経営報告条件の欠落を探し、未管理の下方リスクを問う。
861,P3,78.875,D07-T06-V1,プロダクト戦略・ロードマップ,Backlog健全性,結果・状態の説明責任,Backlog健全性について、経営要求と現在の実態との差分を把握し、その差分が事業へ与える影響まで説明できる状態にあること。,古い項目、重複、未評価項目の比率,Backlogが意思決定の墓場になる,現在の説明・資料から要求水準、実績、差分、影響を拾う。欠けている要素だけを問い、単なるKPI暗記問題にはしない。
862,P3,78.86,D05-T07-V1,価格・パッケージング,契約期間設計,結果・状態の説明責任,契約期間設計について、経営要求と現在の実態との差分を把握し、その差分が事業へ与える影響まで説明できる状態にあること。,月次・年次・複数年の比率と経済性,短期契約偏重で予見性が落ちる,現在の説明・資料から要求水準、実績、差分、影響を拾う。欠けている要素だけを問い、単なるKPI暗記問題にはしない。
863,P3,78.845,D07-T08-V1,プロダクト戦略・ロードマップ,ポートフォリオ重複,結果・状態の説明責任,ポートフォリオ重複について、経営要求と現在の実態との差分を把握し、その差分が事業へ与える影響まで説明できる状態にあること。,製品間の機能・顧客・販売重複,内部カニバリゼーションと重複投資が進む,現在の説明・資料から要求水準、実績、差分、影響を拾う。欠けている要素だけを問い、単なるKPI暗記問題にはしない。
864,P3,78.83,D05-T09-V1,価格・パッケージング,Grandfathering,結果・状態の説明責任,Grandfatheringについて、経営要求と現在の実態との差分を把握し、その差分が事業へ与える影響まで説明できる状態にあること。,旧価格顧客の比率と移行計画,旧価格が恒久的な粗利圧迫になる,現在の説明・資料から要求水準、実績、差分、影響を拾う。欠けている要素だけを問い、単なるKPI暗記問題にはしない。
865,P3,78.815,D05-T10-V1,価格・パッケージング,調達摩擦,結果・状態の説明責任,調達摩擦について、経営要求と現在の実態との差分を把握し、その差分が事業へ与える影響まで説明できる状態にあること。,見積・法務・購買条件が受注率へ与える影響,価格以外の商流摩擦で失注する,現在の説明・資料から要求水準、実績、差分、影響を拾う。欠けている要素だけを問い、単なるKPI暗記問題にはしない。
866,P3,78.575,D07-T06-V3,プロダクト戦略・ロードマップ,Backlog健全性,下方リスク・早期警戒責任,Backlog健全性の悪化前兆、閾値、波及経路、エスカレーション条件を持ち、「Backlogが意思決定の墓場になる」が顕在化する前に経営判断へつなげられること。,古い項目、重複、未評価項目の比率,Backlogが意思決定の墓場になる,先行指標、閾値、最悪ケース、影響額・顧客数・停止時間、経営報告条件の欠落を探し、未管理の下方リスクを問う。
867,P3,78.56,D05-T07-V3,価格・パッケージング,契約期間設計,下方リスク・早期警戒責任,契約期間設計の悪化前兆、閾値、波及経路、エスカレーション条件を持ち、「短期契約偏重で予見性が落ちる」が顕在化する前に経営判断へつなげられること。,月次・年次・複数年の比率と経済性,短期契約偏重で予見性が落ちる,先行指標、閾値、最悪ケース、影響額・顧客数・停止時間、経営報告条件の欠落を探し、未管理の下方リスクを問う。
868,P3,78.545,D07-T08-V3,プロダクト戦略・ロードマップ,ポートフォリオ重複,下方リスク・早期警戒責任,ポートフォリオ重複の悪化前兆、閾値、波及経路、エスカレーション条件を持ち、「内部カニバリゼーションと重複投資が進む」が顕在化する前に経営判断へつなげられること。,製品間の機能・顧客・販売重複,内部カニバリゼーションと重複投資が進む,先行指標、閾値、最悪ケース、影響額・顧客数・停止時間、経営報告条件の欠落を探し、未管理の下方リスクを問う。
869,P3,78.53,D05-T09-V3,価格・パッケージング,Grandfathering,下方リスク・早期警戒責任,Grandfatheringの悪化前兆、閾値、波及経路、エスカレーション条件を持ち、「旧価格が恒久的な粗利圧迫になる」が顕在化する前に経営判断へつなげられること。,旧価格顧客の比率と移行計画,旧価格が恒久的な粗利圧迫になる,先行指標、閾値、最悪ケース、影響額・顧客数・停止時間、経営報告条件の欠落を探し、未管理の下方リスクを問う。
870,P3,78.515,D05-T10-V3,価格・パッケージング,調達摩擦,下方リスク・早期警戒責任,調達摩擦の悪化前兆、閾値、波及経路、エスカレーション条件を持ち、「価格以外の商流摩擦で失注する」が顕在化する前に経営判断へつなげられること。,見積・法務・購買条件が受注率へ与える影響,価格以外の商流摩擦で失注する,先行指標、閾値、最悪ケース、影響額・顧客数・停止時間、経営報告条件の欠落を探し、未管理の下方リスクを問う。
